customer_id,customer_type,regions,building_size_m2,occupants,energy_cost_brl,Cost per square meter,Cost per occupant,People per square meter,Categorize building size,,,434370.14
CUSTOMER_2499,commercial,Northeast,45,3,70.88,1.58,23.63,0.07,Small,,,
CUSTOMER_2500,residential,Midwest,52,1,93.65,1.80,93.65,0.02,Large,,,
CUSTOMER_2501,commercial,Midwest,52,1,70.41,1.35,70.41,0.02,Large,,,
CUSTOMER_2502,commercial,Southeast,17,2,91.43,5.38,45.72,0.12,Small,,,
CUSTOMER_2503,residential,North,24,1,54.23,2.26,54.23,0.04,Small,,,
CUSTOMER_2504,commercial,North,45,2,80.8,1.80,40.40,0.04,Small,,,
CUSTOMER_2505,residential,Midwest,24,1,102.29,4.26,102.29,0.04,Small,,,
CUSTOMER_2506,residential,South,77,3,102.89,1.34,34.30,0.04,Large,,,
CUSTOMER_2507,commercial,Midwest,45,3,66.97,1.49,22.32,0.07,Small,,,
CUSTOMER_2508,residential,Northeast,77,4,128.05,1.66,32.01,0.05,Large,,,
CUSTOMER_2509,commercial,Midwest,24,1,55.73,2.32,55.73,0.04,Small,,,
CUSTOMER_2510,commercial,South,52,3,97.35,1.87,32.45,0.06,Large,,,
CUSTOMER_2511,residential,Southeast,24,3,81.7,3.40,27.23,0.13,Small,,,
CUSTOMER_2512,commercial,South,77,3,72.27,0.94,24.09,0.04,Large,,,
CUSTOMER_2513,residential,North,24,2,58.29,2.43,29.15,0.08,Small,,,
CUSTOMER_2514,residential,North,45,1,101.12,2.25,101.12,0.02,Small,,,
CUSTOMER_2515,residential,Midwest,45,1,79.73,1.77,79.73,0.02,Small,,,
CUSTOMER_2516,commercial,Southeast,45,4,119.37,2.65,29.84,0.09,Small,,,
CUSTOMER_2517,residential,Northeast,45,2,70.48,1.57,35.24,0.04,Small,,,
CUSTOMER_2518,residential,Northeast,77,2,66.4,0.86,33.20,0.03,Large,,,
CUSTOMER_2519,commercial,Midwest,45,3,83.4,1.85,27.80,0.07,Small,,,
CUSTOMER_2520,commercial,North,45,4,154.83,3.44,38.71,0.09,Small,,,
CUSTOMER_2521,commercial,Northeast,17,1,96.49,5.68,96.49,0.06,Small,,,
CUSTOMER_2522,residential,Midwest,52,2,76.14,1.46,38.07,0.04,Large,,,
CUSTOMER_2523,residential,Midwest,45,3,94.94,2.11,31.65,0.07,Small,,,
CUSTOMER_2524,residential,Midwest,45,1,74.23,1.65,74.23,0.02,Small,,,
CUSTOMER_2525,commercial,Northeast,17,3,65.46,3.85,21.82,0.18,Small,,,
CUSTOMER_2526,residential,Midwest,45,1,103,2.29,103.00,0.02,Small,,,
CUSTOMER_2527,residential,Midwest,17,3,68.1,4.01,22.70,0.18,Small,,,
CUSTOMER_2528,commercial,Midwest,17,1,69.12,4.07,69.12,0.06,Small,,,
CUSTOMER_2529,residential,Midwest,45,4,158.11,3.51,39.53,0.09,Small,,,
CUSTOMER_2530,commercial,Northeast,24,1,59.38,2.47,59.38,0.04,Small,,,
CUSTOMER_2531,commercial,North,24,1,91.55,3.81,91.55,0.04,Small,,,
CUSTOMER_2532,commercial,North,45,1,100.55,2.23,100.55,0.02,Small,,,
CUSTOMER_2533,residential,Northeast,17,3,78.78,4.63,26.26,0.18,Small,,,
CUSTOMER_2534,residential,Midwest,24,2,52.63,2.19,26.32,0.08,Small,,,
CUSTOMER_2535,commercial,Southeast,17,1,71.76,4.22,71.76,0.06,Small,,,
CUSTOMER_2536,commercial,Midwest,45,1,58.23,1.29,58.23,0.02,Small,,,
CUSTOMER_2537,commercial,Midwest,45,4,126.67,2.81,31.67,0.09,Small,,,
CUSTOMER_2538,residential,Northeast,45,1,93.07,2.07,93.07,0.02,Small,,,
CUSTOMER_2539,commercial,Midwest,24,1,75.03,3.13,75.03,0.04,Small,,,
CUSTOMER_2540,commercial,Northeast,17,3,74.68,4.39,24.89,0.18,Small,,,
CUSTOMER_2541,commercial,Northeast,17,2,81.09,4.77,40.55,0.12,Small,,,
CUSTOMER_2542,commercial,North,45,2,82.37,1.83,41.19,0.04,Small,,,
CUSTOMER_2543,commercial,Midwest,77,2,96.47,1.25,48.24,0.03,Large,,,
CUSTOMER_2544,residential,South,24,3,68.33,2.85,22.78,0.13,Small,,,
CUSTOMER_2545,residential,Northeast,24,2,94.69,3.95,47.35,0.08,Small,,,
CUSTOMER_2546,residential,North,17,3,81.56,4.80,27.19,0.18,Small,,,
CUSTOMER_2547,residential,Midwest,45,3,67.93,1.51,22.64,0.07,Small,,,
CUSTOMER_2548,residential,Northeast,45,1,67.65,1.50,67.65,0.02,Small,,,
CUSTOMER_2549,residential,Southeast,45,4,123.65,2.75,30.91,0.09,Small,,,
CUSTOMER_2550,residential,Midwest,52,3,84.48,1.62,28.16,0.06,Large,,,
CUSTOMER_2551,residential,South,45,4,116.51,2.59,29.13,0.09,Small,,,
CUSTOMER_2552,residential,Midwest,17,2,99.76,5.87,49.88,0.12,Small,,,
CUSTOMER_2553,commercial,Midwest,24,2,82.02,3.42,41.01,0.08,Small,,,
CUSTOMER_2554,commercial,Midwest,45,2,99.74,2.22,49.87,0.04,Small,,,
CUSTOMER_2555,residential,Midwest,45,1,54.88,1.22,54.88,0.02,Small,,,
CUSTOMER_2556,commercial,Midwest,45,1,70.09,1.56,70.09,0.02,Small,,,
CUSTOMER_2557,residential,Northeast,45,4,105.11,2.34,26.28,0.09,Small,,,
CUSTOMER_2558,residential,Midwest,45,4,118.78,2.64,29.70,0.09,Small,,,
CUSTOMER_2559,residential,Midwest,52,1,96.76,1.86,96.76,0.02,Large,,,
CUSTOMER_2560,residential,Southeast,45,3,54.38,1.21,18.13,0.07,Small,,,
CUSTOMER_2561,commercial,Midwest,45,4,127.77,2.84,31.94,0.09,Small,,,
CUSTOMER_2562,commercial,Midwest,24,2,58.54,2.44,29.27,0.08,Small,,,
CUSTOMER_2563,residential,North,45,4,126.71,2.82,31.68,0.09,Small,,,
CUSTOMER_2564,residential,Midwest,77,4,149.84,1.95,37.46,0.05,Large,,,
CUSTOMER_2565,residential,Midwest,24,3,84.49,3.52,28.16,0.13,Small,,,
CUSTOMER_2566,residential,Southeast,45,4,144.24,3.21,36.06,0.09,Small,,,
CUSTOMER_2567,residential,South,45,3,70.43,1.57,23.48,0.07,Small,,,
CUSTOMER_2568,residential,North,17,2,100.99,5.94,50.50,0.12,Small,,,
CUSTOMER_2569,commercial,Southeast,45,1,88.92,1.98,88.92,0.02,Small,,,
CUSTOMER_2570,commercial,North,17,2,74.16,4.36,37.08,0.12,Small,,,
CUSTOMER_2571,residential,Northeast,77,3,74.4,0.97,24.80,0.04,Large,,,
CUSTOMER_2572,commercial,Midwest,52,3,99.67,1.92,33.22,0.06,Large,,,
CUSTOMER_2573,residential,North,17,1,82.1,4.83,82.10,0.06,Small,,,
CUSTOMER_2574,residential,Midwest,17,3,88.77,5.22,29.59,0.18,Small,,,
CUSTOMER_2575,residential,North,45,3,73.91,1.64,24.64,0.07,Small,,,
CUSTOMER_2576,residential,Northeast,24,2,63.99,2.67,32.00,0.08,Small,,,
CUSTOMER_2577,commercial,Midwest,17,1,89.65,5.27,89.65,0.06,Small,,,
CUSTOMER_2578,residential,Midwest,45,2,83.71,1.86,41.86,0.04,Small,,,
CUSTOMER_2579,residential,South,24,2,78.24,3.26,39.12,0.08,Small,,,
CUSTOMER_2580,residential,Midwest,17,2,84.54,4.97,42.27,0.12,Small,,,
CUSTOMER_2581,residential,Midwest,52,3,63.2,1.22,21.07,0.06,Large,,,
CUSTOMER_2582,commercial,Northeast,77,3,93.27,1.21,31.09,0.04,Large,,,
CUSTOMER_2583,residential,North,45,4,155.83,3.46,38.96,0.09,Small,,,
CUSTOMER_2584,residential,North,52,1,98.26,1.89,98.26,0.02,Large,,,
CUSTOMER_2585,residential,Midwest,24,3,69.01,2.88,23.00,0.13,Small,,,
CUSTOMER_2586,residential,Midwest,24,1,73.35,3.06,73.35,0.04,Small,,,
CUSTOMER_2587,residential,Midwest,24,2,94.01,3.92,47.01,0.08,Small,,,
CUSTOMER_2588,commercial,Midwest,45,4,136.48,3.03,34.12,0.09,Small,,,
CUSTOMER_2589,residential,Midwest,77,2,80.64,1.05,40.32,0.03,Large,,,
CUSTOMER_2590,commercial,North,45,3,100.08,2.22,33.36,0.07,Small,,,
CUSTOMER_2591,commercial,Northeast,52,3,80.02,1.54,26.67,0.06,Large,,,
CUSTOMER_2592,commercial,Southeast,45,4,132.08,2.94,33.02,0.09,Small,,,
CUSTOMER_2593,residential,Midwest,24,1,54.66,2.28,54.66,0.04,Small,,,
CUSTOMER_2594,residential,Southeast,45,4,107.66,2.39,26.92,0.09,Small,,,
CUSTOMER_2595,residential,North,17,3,52.88,3.11,17.63,0.18,Small,,,
CUSTOMER_2596,commercial,South,17,3,99.4,5.85,33.13,0.18,Small,,,
CUSTOMER_2597,residential,Northeast,45,4,126.24,2.81,31.56,0.09,Small,,,
CUSTOMER_2598,residential,North,45,3,76.56,1.70,25.52,0.07,Small,,,
CUSTOMER_2599,residential,South,45,2,95.91,2.13,47.96,0.04,Small,,,
CUSTOMER_2600,residential,Northeast,45,4,137.25,3.05,34.31,0.09,Small,,,
CUSTOMER_2601,residential,Midwest,24,3,83.8,3.49,27.93,0.13,Small,,,
CUSTOMER_2602,residential,Northeast,45,4,120.11,2.67,30.03,0.09,Small,,,
CUSTOMER_2603,commercial,Midwest,45,3,95.32,2.12,31.77,0.07,Small,,,
CUSTOMER_2604,residential,South,24,2,61.02,2.54,30.51,0.08,Small,,,
CUSTOMER_2605,residential,Northeast,52,2,55.23,1.06,27.62,0.04,Large,,,
CUSTOMER_2606,residential,Midwest,45,4,114.36,2.54,28.59,0.09,Small,,,
CUSTOMER_2607,residential,Northeast,45,2,66.25,1.47,33.13,0.04,Small,,,
CUSTOMER_2608,residential,Midwest,52,2,67,1.29,33.50,0.04,Large,,,
CUSTOMER_2609,commercial,Northeast,52,3,86.93,1.67,28.98,0.06,Large,,,
CUSTOMER_2610,residential,Northeast,52,4,115.8,2.23,28.95,0.08,Large,,,
CUSTOMER_2611,commercial,Northeast,24,3,87.25,3.64,29.08,0.13,Small,,,
CUSTOMER_2612,residential,Northeast,17,3,57.18,3.36,19.06,0.18,Small,,,
CUSTOMER_2613,residential,South,24,1,60.06,2.50,60.06,0.04,Small,,,
CUSTOMER_2614,commercial,Northeast,24,2,78.63,3.28,39.32,0.08,Small,,,
CUSTOMER_2615,residential,Northeast,77,3,99.84,1.30,33.28,0.04,Large,,,
CUSTOMER_2616,residential,Midwest,45,3,96.64,2.15,32.21,0.07,Small,,,
CUSTOMER_2617,residential,Northeast,17,3,102.25,6.01,34.08,0.18,Small,,,
CUSTOMER_2618,residential,Midwest,17,2,85.9,5.05,42.95,0.12,Small,,,
CUSTOMER_2619,commercial,South,24,2,87.2,3.63,43.60,0.08,Small,,,
CUSTOMER_2620,residential,Midwest,45,2,84.59,1.88,42.30,0.04,Small,,,
CUSTOMER_2621,commercial,Southeast,45,4,138,3.07,34.50,0.09,Small,,,
CUSTOMER_2622,commercial,Midwest,52,3,60.05,1.15,20.02,0.06,Large,,,
CUSTOMER_2623,residential,Northeast,77,2,80.42,1.04,40.21,0.03,Large,,,
CUSTOMER_2624,commercial,Midwest,24,3,72.32,3.01,24.11,0.13,Small,,,
CUSTOMER_2625,residential,Midwest,24,1,75.22,3.13,75.22,0.04,Small,,,
CUSTOMER_2626,commercial,Midwest,24,2,79.39,3.31,39.70,0.08,Small,,,
CUSTOMER_2627,residential,Southeast,24,2,59.09,2.46,29.55,0.08,Small,,,
CUSTOMER_2628,commercial,Midwest,77,4,123.56,1.60,30.89,0.05,Large,,,
CUSTOMER_2629,residential,South,45,3,55.76,1.24,18.59,0.07,Small,,,
CUSTOMER_2630,residential,Midwest,45,2,102.81,2.28,51.41,0.04,Small,,,
CUSTOMER_2631,residential,Midwest,45,2,58.59,1.30,29.30,0.04,Small,,,
CUSTOMER_2632,commercial,Midwest,17,3,65.78,3.87,21.93,0.18,Small,,,
CUSTOMER_2633,residential,Northeast,17,3,98.27,5.78,32.76,0.18,Small,,,
CUSTOMER_2634,residential,South,45,3,77.29,1.72,25.76,0.07,Small,,,
CUSTOMER_2635,commercial,Midwest,45,1,59.46,1.32,59.46,0.02,Small,,,
CUSTOMER_2636,commercial,North,24,3,72.23,3.01,24.08,0.13,Small,,,
CUSTOMER_2637,commercial,Northeast,45,2,58.45,1.30,29.23,0.04,Small,,,
CUSTOMER_2638,commercial,Midwest,52,1,62.78,1.21,62.78,0.02,Large,,,
CUSTOMER_2639,commercial,North,45,4,106.71,2.37,26.68,0.09,Small,,,
CUSTOMER_2640,commercial,North,45,3,75,1.67,25.00,0.07,Small,,,
CUSTOMER_2641,residential,Midwest,45,1,93.92,2.09,93.92,0.02,Small,,,
CUSTOMER_2642,residential,Northeast,45,1,82.59,1.84,82.59,0.02,Small,,,
CUSTOMER_2643,commercial,Midwest,45,2,83.64,1.86,41.82,0.04,Small,,,
CUSTOMER_2644,residential,Northeast,77,1,62.8,0.82,62.80,0.01,Large,,,
CUSTOMER_2645,residential,Northeast,24,3,70.16,2.92,23.39,0.13,Small,,,
CUSTOMER_2646,residential,Midwest,45,1,95.9,2.13,95.90,0.02,Small,,,
CUSTOMER_2647,commercial,Midwest,24,1,57.01,2.38,57.01,0.04,Small,,,
CUSTOMER_2648,residential,Northeast,24,2,96.55,4.02,48.28,0.08,Small,,,
CUSTOMER_2649,residential,Northeast,45,2,77.34,1.72,38.67,0.04,Small,,,
CUSTOMER_2650,residential,Midwest,77,3,95.49,1.24,31.83,0.04,Large,,,
CUSTOMER_2651,residential,North,24,2,68.83,2.87,34.42,0.08,Small,,,
CUSTOMER_2652,residential,North,24,3,69.9,2.91,23.30,0.13,Small,,,
CUSTOMER_2653,residential,North,24,3,91.09,3.80,30.36,0.13,Small,,,
CUSTOMER_2654,residential,Southeast,45,2,92.81,2.06,46.41,0.04,Small,,,
CUSTOMER_2655,commercial,Midwest,24,1,64.29,2.68,64.29,0.04,Small,,,
CUSTOMER_2656,residential,Midwest,24,2,102.46,4.27,51.23,0.08,Small,,,
CUSTOMER_2657,commercial,Midwest,45,1,56.84,1.26,56.84,0.02,Small,,,
CUSTOMER_2658,commercial,Midwest,17,1,56.02,3.30,56.02,0.06,Small,,,
CUSTOMER_2659,residential,Midwest,45,4,136.5,3.03,34.13,0.09,Small,,,
CUSTOMER_2660,commercial,Midwest,45,4,143.47,3.19,35.87,0.09,Small,,,
CUSTOMER_2661,residential,North,24,3,101.84,4.24,33.95,0.13,Small,,,
CUSTOMER_2662,commercial,Midwest,45,4,126.06,2.80,31.52,0.09,Small,,,
CUSTOMER_2663,residential,Midwest,45,3,53.8,1.20,17.93,0.07,Small,,,
CUSTOMER_2664,commercial,Midwest,45,2,83.46,1.85,41.73,0.04,Small,,,
CUSTOMER_2665,residential,Northeast,45,1,67.38,1.50,67.38,0.02,Small,,,
CUSTOMER_2666,residential,Northeast,24,2,74.73,3.11,37.37,0.08,Small,,,
CUSTOMER_2667,residential,Midwest,52,3,77.58,1.49,25.86,0.06,Large,,,
CUSTOMER_2668,commercial,Midwest,45,4,107.4,2.39,26.85,0.09,Small,,,
CUSTOMER_2669,commercial,Southeast,24,1,77.46,3.23,77.46,0.04,Small,,,
CUSTOMER_2670,residential,Northeast,17,2,74.39,4.38,37.20,0.12,Small,,,
CUSTOMER_2671,residential,Midwest,17,2,89.09,5.24,44.55,0.12,Small,,,
CUSTOMER_2672,residential,Midwest,17,3,85.65,5.04,28.55,0.18,Small,,,
CUSTOMER_2673,commercial,Southeast,45,3,62.01,1.38,20.67,0.07,Small,,,
CUSTOMER_2674,residential,Midwest,17,3,63.09,3.71,21.03,0.18,Small,,,
CUSTOMER_2675,commercial,Midwest,24,3,65.39,2.72,21.80,0.13,Small,,,
CUSTOMER_2676,residential,Midwest,45,2,61.69,1.37,30.85,0.04,Small,,,
CUSTOMER_2677,residential,Midwest,24,3,86.25,3.59,28.75,0.13,Small,,,
CUSTOMER_2678,residential,South,45,3,103.56,2.30,34.52,0.07,Small,,,
CUSTOMER_2679,residential,North,45,2,85.99,1.91,43.00,0.04,Small,,,
CUSTOMER_2680,residential,North,24,2,83.65,3.49,41.83,0.08,Small,,,
CUSTOMER_2681,residential,South,45,1,73.55,1.63,73.55,0.02,Small,,,
CUSTOMER_2682,commercial,Midwest,45,2,68.55,1.52,34.28,0.04,Small,,,
CUSTOMER_2683,residential,Midwest,24,1,99.28,4.14,99.28,0.04,Small,,,
CUSTOMER_2684,residential,Midwest,24,3,102.26,4.26,34.09,0.13,Small,,,
CUSTOMER_2685,residential,North,45,4,131.09,2.91,32.77,0.09,Small,,,
CUSTOMER_2686,residential,Midwest,77,1,67.4,0.88,67.40,0.01,Large,,,
CUSTOMER_2687,residential,Midwest,45,1,92.05,2.05,92.05,0.02,Small,,,
CUSTOMER_2688,residential,Northeast,24,3,59.3,2.47,19.77,0.13,Small,,,
CUSTOMER_2689,residential,Northeast,45,4,145.82,3.24,36.46,0.09,Small,,,
CUSTOMER_2690,residential,Southeast,45,3,94.55,2.10,31.52,0.07,Small,,,
CUSTOMER_2691,residential,North,45,4,110.71,2.46,27.68,0.09,Small,,,
CUSTOMER_2692,residential,Southeast,45,4,157.4,3.50,39.35,0.09,Small,,,
CUSTOMER_2693,residential,Northeast,45,3,103.11,2.29,34.37,0.07,Small,,,
CUSTOMER_2694,residential,Midwest,52,1,100.6,1.93,100.60,0.02,Large,,,
CUSTOMER_2695,commercial,South,45,2,77.97,1.73,38.99,0.04,Small,,,
CUSTOMER_2696,residential,Midwest,45,4,117.35,2.61,29.34,0.09,Small,,,
CUSTOMER_2697,commercial,Midwest,24,2,82.39,3.43,41.20,0.08,Small,,,
CUSTOMER_2698,residential,Midwest,52,2,74.06,1.42,37.03,0.04,Large,,,
CUSTOMER_2699,commercial,Northeast,77,3,63.08,0.82,21.03,0.04,Large,,,
CUSTOMER_2700,commercial,Northeast,17,3,74.26,4.37,24.75,0.18,Small,,,
CUSTOMER_2701,residential,South,45,2,86.59,1.92,43.30,0.04,Small,,,
CUSTOMER_2702,commercial,Midwest,24,3,56.14,2.34,18.71,0.13,Small,,,
CUSTOMER_2703,residential,Midwest,45,4,122.13,2.71,30.53,0.09,Small,,,
CUSTOMER_2704,residential,Northeast,45,1,53.41,1.19,53.41,0.02,Small,,,
CUSTOMER_2705,commercial,North,17,1,90.99,5.35,90.99,0.06,Small,,,
CUSTOMER_2706,commercial,North,52,4,138.98,2.67,34.75,0.08,Large,,,
CUSTOMER_2707,residential,Midwest,24,3,55.72,2.32,18.57,0.13,Small,,,
CUSTOMER_2708,residential,Midwest,45,2,102.04,2.27,51.02,0.04,Small,,,
CUSTOMER_2709,residential,Midwest,45,2,53.66,1.19,26.83,0.04,Small,,,
CUSTOMER_2710,residential,Southeast,24,1,82.79,3.45,82.79,0.04,Small,,,
CUSTOMER_2711,commercial,North,24,3,92.37,3.85,30.79,0.13,Small,,,
CUSTOMER_2712,residential,Northeast,24,2,92.96,3.87,46.48,0.08,Small,,,
CUSTOMER_2713,residential,Northeast,45,2,54.26,1.21,27.13,0.04,Small,,,
CUSTOMER_2714,residential,Midwest,45,4,153.54,3.41,38.39,0.09,Small,,,
CUSTOMER_2715,residential,North,17,3,99.66,5.86,33.22,0.18,Small,,,
CUSTOMER_2716,residential,South,17,3,81.33,4.78,27.11,0.18,Small,,,
CUSTOMER_2717,residential,Northeast,17,2,77.25,4.54,38.63,0.12,Small,,,
CUSTOMER_2718,commercial,South,45,3,54.8,1.22,18.27,0.07,Small,,,
CUSTOMER_2719,commercial,Midwest,45,3,81.36,1.81,27.12,0.07,Small,,,
CUSTOMER_2720,residential,South,17,3,73.52,4.32,24.51,0.18,Small,,,
CUSTOMER_2721,commercial,Midwest,45,4,146.22,3.25,36.56,0.09,Small,,,
CUSTOMER_2722,commercial,South,17,2,73.24,4.31,36.62,0.12,Small,,,
CUSTOMER_2723,commercial,North,77,1,87.6,1.14,87.60,0.01,Large,,,
CUSTOMER_2724,residential,Midwest,77,3,57.71,0.75,19.24,0.04,Large,,,
CUSTOMER_2725,residential,South,45,2,59.33,1.32,29.67,0.04,Small,,,
CUSTOMER_2726,residential,North,77,1,59.67,0.77,59.67,0.01,Large,,,
CUSTOMER_2727,residential,North,52,4,106.36,2.05,26.59,0.08,Large,,,
CUSTOMER_2728,residential,Midwest,52,2,80.3,1.54,40.15,0.04,Large,,,
CUSTOMER_2729,residential,South,45,4,147.38,3.28,36.85,0.09,Small,,,
CUSTOMER_2730,residential,Midwest,24,2,83.84,3.49,41.92,0.08,Small,,,
CUSTOMER_2731,commercial,Midwest,24,2,82.02,3.42,41.01,0.08,Small,,,
CUSTOMER_2732,residential,North,24,1,87.45,3.64,87.45,0.04,Small,,,
CUSTOMER_2733,residential,North,45,2,69.94,1.55,34.97,0.04,Small,,,
CUSTOMER_2734,commercial,Southeast,24,1,71.09,2.96,71.09,0.04,Small,,,
CUSTOMER_2735,commercial,North,24,3,68.64,2.86,22.88,0.13,Small,,,
CUSTOMER_2736,commercial,Midwest,45,1,89.07,1.98,89.07,0.02,Small,,,
CUSTOMER_2737,commercial,South,24,2,60.8,2.53,30.40,0.08,Small,,,
CUSTOMER_2738,residential,Northeast,45,1,53.17,1.18,53.17,0.02,Small,,,
CUSTOMER_2739,commercial,Midwest,77,2,83.11,1.08,41.56,0.03,Large,,,
CUSTOMER_2740,residential,North,45,4,155.51,3.46,38.88,0.09,Small,,,
CUSTOMER_2741,residential,Midwest,45,3,83.79,1.86,27.93,0.07,Small,,,
CUSTOMER_2742,residential,Northeast,45,1,92.7,2.06,92.70,0.02,Small,,,
CUSTOMER_2743,residential,Midwest,45,3,87.05,1.93,29.02,0.07,Small,,,
CUSTOMER_2744,residential,Northeast,24,1,78.04,3.25,78.04,0.04,Small,,,
CUSTOMER_2745,residential,Midwest,52,2,89.39,1.72,44.70,0.04,Large,,,
CUSTOMER_2746,commercial,Midwest,24,1,94.82,3.95,94.82,0.04,Small,,,
CUSTOMER_2747,residential,Northeast,17,3,64.04,3.77,21.35,0.18,Small,,,
CUSTOMER_2748,residential,Midwest,45,1,69.76,1.55,69.76,0.02,Small,,,
CUSTOMER_2749,commercial,Northeast,24,3,63.99,2.67,21.33,0.13,Small,,,
CUSTOMER_2750,residential,Midwest,24,3,75.72,3.16,25.24,0.13,Small,,,
CUSTOMER_2751,residential,Northeast,17,2,97.95,5.76,48.98,0.12,Small,,,
CUSTOMER_2752,commercial,Midwest,17,1,70.23,4.13,70.23,0.06,Small,,,
CUSTOMER_2753,residential,North,24,3,71.73,2.99,23.91,0.13,Small,,,
CUSTOMER_2754,residential,Midwest,17,2,96.68,5.69,48.34,0.12,Small,,,
CUSTOMER_2755,commercial,Northeast,45,4,132.11,2.94,33.03,0.09,Small,,,
CUSTOMER_2756,residential,Midwest,52,2,80,1.54,40.00,0.04,Large,,,
CUSTOMER_2757,residential,Northeast,24,2,96.7,4.03,48.35,0.08,Small,,,
CUSTOMER_2758,commercial,Southeast,52,3,77.69,1.49,25.90,0.06,Large,,,
CUSTOMER_2759,commercial,Southeast,24,1,87.5,3.65,87.50,0.04,Small,,,
CUSTOMER_2760,residential,Northeast,24,3,56.9,2.37,18.97,0.13,Small,,,
CUSTOMER_2761,residential,Midwest,24,2,61.67,2.57,30.84,0.08,Small,,,
CUSTOMER_2762,residential,North,45,3,73.26,1.63,24.42,0.07,Small,,,
CUSTOMER_2763,residential,Northeast,45,3,77.91,1.73,25.97,0.07,Small,,,
CUSTOMER_2764,residential,Midwest,45,2,102.09,2.27,51.05,0.04,Small,,,
CUSTOMER_2765,residential,Midwest,45,1,102.34,2.27,102.34,0.02,Small,,,
CUSTOMER_2766,commercial,Midwest,45,2,96.21,2.14,48.11,0.04,Small,,,
CUSTOMER_2767,residential,Northeast,45,2,68.71,1.53,34.36,0.04,Small,,,
CUSTOMER_2768,residential,Northeast,77,4,156.7,2.04,39.18,0.05,Large,,,
CUSTOMER_2769,residential,North,24,3,87.9,3.66,29.30,0.13,Small,,,
CUSTOMER_2770,commercial,Midwest,24,2,72.68,3.03,36.34,0.08,Small,,,
CUSTOMER_2771,residential,Midwest,45,3,88.53,1.97,29.51,0.07,Small,,,
CUSTOMER_2772,residential,Midwest,45,2,53.35,1.19,26.68,0.04,Small,,,
CUSTOMER_2773,commercial,Northeast,24,2,60.01,2.50,30.01,0.08,Small,,,
CUSTOMER_2774,residential,Northeast,24,1,95.1,3.96,95.10,0.04,Small,,,
CUSTOMER_2775,residential,Northeast,45,4,139.24,3.09,34.81,0.09,Small,,,
CUSTOMER_2776,residential,North,45,4,123.82,2.75,30.96,0.09,Small,,,
CUSTOMER_2777,residential,Northeast,24,2,78.21,3.26,39.11,0.08,Small,,,
CUSTOMER_2778,residential,Southeast,77,1,98.98,1.29,98.98,0.01,Large,,,
CUSTOMER_2779,residential,Southeast,45,2,84.93,1.89,42.47,0.04,Small,,,
CUSTOMER_2780,residential,Midwest,45,2,72.94,1.62,36.47,0.04,Small,,,
CUSTOMER_2781,residential,Midwest,45,2,58.68,1.30,29.34,0.04,Small,,,
CUSTOMER_2782,commercial,North,52,1,67.58,1.30,67.58,0.02,Large,,,
CUSTOMER_2783,commercial,Southeast,17,3,102.74,6.04,34.25,0.18,Small,,,
CUSTOMER_2784,commercial,North,24,1,74.96,3.12,74.96,0.04,Small,,,
CUSTOMER_2785,commercial,South,45,2,76.73,1.71,38.37,0.04,Small,,,
CUSTOMER_2786,residential,Midwest,45,3,78.1,1.74,26.03,0.07,Small,,,
CUSTOMER_2787,commercial,Northeast,17,2,97.9,5.76,48.95,0.12,Small,,,
CUSTOMER_2788,residential,South,77,1,83.51,1.08,83.51,0.01,Large,,,
CUSTOMER_2789,commercial,North,45,1,88.12,1.96,88.12,0.02,Small,,,
CUSTOMER_2790,commercial,Midwest,24,3,72.5,3.02,24.17,0.13,Small,,,
CUSTOMER_2791,commercial,Midwest,24,1,53.99,2.25,53.99,0.04,Small,,,
CUSTOMER_2792,commercial,Northeast,24,2,100.31,4.18,50.16,0.08,Small,,,
CUSTOMER_2793,residential,Midwest,45,3,101.24,2.25,33.75,0.07,Small,,,
CUSTOMER_2794,residential,Midwest,77,4,155.88,2.02,38.97,0.05,Large,,,
CUSTOMER_2795,residential,Midwest,45,2,100.96,2.24,50.48,0.04,Small,,,
CUSTOMER_2796,residential,North,77,4,148.54,1.93,37.14,0.05,Large,,,
CUSTOMER_2797,residential,South,52,3,87.65,1.69,29.22,0.06,Large,,,
CUSTOMER_2798,residential,Northeast,45,3,95.87,2.13,31.96,0.07,Small,,,
CUSTOMER_2799,commercial,Northeast,45,2,83.34,1.85,41.67,0.04,Small,,,
CUSTOMER_2800,residential,Northeast,45,1,59.4,1.32,59.40,0.02,Small,,,
CUSTOMER_2801,commercial,North,45,2,72.59,1.61,36.30,0.04,Small,,,
CUSTOMER_2802,commercial,North,17,1,102.38,6.02,102.38,0.06,Small,,,
CUSTOMER_2803,commercial,South,45,1,70.53,1.57,70.53,0.02,Small,,,
CUSTOMER_2804,commercial,Northeast,17,2,97.06,5.71,48.53,0.12,Small,,,
CUSTOMER_2805,residential,North,52,3,57.29,1.10,19.10,0.06,Large,,,
CUSTOMER_2806,commercial,North,52,2,69.66,1.34,34.83,0.04,Large,,,
CUSTOMER_2807,commercial,Midwest,24,3,70.52,2.94,23.51,0.13,Small,,,
CUSTOMER_2808,residential,Southeast,24,1,55.15,2.30,55.15,0.04,Small,,,
CUSTOMER_2809,residential,Northeast,45,3,58.62,1.30,19.54,0.07,Small,,,
CUSTOMER_2810,commercial,North,45,2,62.42,1.39,31.21,0.04,Small,,,
